NO,TIME,SUHU,SET POINT,EROR,DELTA EROR,OUTPUT FUZZY,OUTPUT M
419,02:05:41,75.69,90.00,14.31,-0.06,1.83,M2
420,02:05:43,75.75,90.00,14.25,-0.06,1.83,M2
421,02:05:45,75.88,90.00,14.12,-0.12,1.81,M2
422,02:05:47,75.94,90.00,14.06,-0.06,1.83,M2
423,02:05:49,76.06,90.00,13.94,-0.12,1.81,M2
424,02:05:51,76.12,90.00,13.88,-0.06,1.83,M2
425,02:05:53,76.19,90.00,13.81,-0.06,1.83,M2
426,02:05:55,76.25,90.00,13.75,-0.06,1.83,M2
427,02:05:57,76.38,90.00,13.62,-0.12,1.81,M2
428,02:05:59,76.44,90.00,13.56,-0.06,1.83,M2
429,02:06:01,76.50,90.00,13.50,-0.06,1.83,M2
430,02:06:03,76.62,90.00,13.38,-0.12,1.81,M2
431,02:06:06,76.69,90.00,13.31,-0.06,1.83,M2
432,02:06:08,76.81,90.00,13.19,-0.12,1.81,M2
433,02:06:10,76.88,90.00,13.12,-0.06,1.83,M2
434,02:06:12,76.94,90.00,13.06,-0.06,1.83,M2
435,02:06:14,77.00,90.00,13.00,-0.06,1.83,M2
436,02:06:16,77.12,90.00,12.88,-0.12,1.81,M2
437,02:06:18,77.19,90.00,12.81,-0.06,1.83,M2
438,02:06:20,77.31,90.00,12.69,-0.12,1.81,M2
439,02:06:22,77.38,90.00,12.62,-0.06,1.83,M2
440,02:06:24,77.44,90.00,12.56,-0.06,1.83,M2
441,02:06:26,77.56,90.00,12.44,-0.12,1.81,M2
442,02:06:28,77.56,90.00,12.44,0.00,1.83,M2
443,02:06:30,77.75,90.00,12.25,-0.19,1.80,M2
444,02:06:32,77.75,90.00,12.25,0.00,1.83,M2
445,02:06:34,77.88,90.00,12.12,-0.12,1.81,M2
446,02:06:36,77.94,90.00,12.06,-0.06,1.83,M2
447,02:06:38,78.00,90.00,12.00,-0.06,1.83,M2
448,02:06:40,78.12,90.00,11.88,-0.12,1.81,M2
449,02:06:42,78.19,90.00,11.81,-0.06,1.83,M2
450,02:06:44,78.25,90.00,11.75,-0.06,1.83,M2
451,02:06:46,78.38,90.00,11.62,-0.12,1.81,M2
452,02:06:48,78.44,90.00,11.56,-0.06,1.83,M2
453,02:06:50,78.56,90.00,11.44,-0.12,1.81,M2
454,02:06:52,78.62,90.00,11.38,-0.06,1.83,M2
455,02:06:54,78.69,90.00,11.31,-0.06,1.83,M2
456,02:06:56,78.81,90.00,11.19,-0.12,1.81,M2
457,02:06:58,78.88,90.00,11.12,-0.06,1.82,M2
458,02:07:00,78.94,90.00,11.06,-0.06,1.82,M2
459,02:07:02,79.00,90.00,11.00,-0.06,1.82,M2
460,02:07:04,79.12,90.00,10.88,-0.12,1.81,M2
461,02:07:06,79.19,90.00,10.81,-0.06,1.82,M2
462,02:07:08,79.38,90.00,10.62,-0.12,1.81,M2
463,02:07:10,79.44,90.00,10.56,-0.06,1.82,M2
464,02:07:12,79.56,90.00,10.44,-0.12,1.81,M2
465,02:07:14,79.62,90.00,10.38,-0.06,1.82,M2
466,02:07:16,79.69,90.00,10.31,-0.06,1.82,M2
467,02:07:18,79.75,90.00,10.25,-0.06,1.82,M2
468,02:07:20,79.88,90.00,10.12,-0.12,1.81,M2
469,02:07:22,79.94,90.00,10.06,-0.06,1.82,M2
470,02:07:24,80.00,90.00,10.00,-0.06,1.82,M2
471,02:07:26,80.06,90.00,9.94,-0.06,1.82,M2
472,02:07:28,80.12,90.00,9.88,-0.06,1.82,M2
473,02:07:30,80.25,90.00,9.75,-0.12,1.81,M2
474,02:07:32,80.31,90.00,9.69,-0.06,1.82,M2
475,02:07:34,80.44,90.00,9.56,-0.12,1.81,M2
476,02:07:36,80.50,90.00,9.50,-0.06,1.82,M2
477,02:07:38,80.56,90.00,9.44,-0.06,1.82,M2
478,02:07:41,80.62,90.00,9.38,-0.06,1.82,M2
479,02:07:43,80.75,90.00,9.25,-0.12,1.81,M2
480,02:07:45,80.81,90.00,9.19,-0.06,1.82,M2
481,02:07:47,80.94,90.00,9.06,-0.12,1.81,M2
482,02:07:49,81.00,90.00,9.00,-0.06,1.81,M2
483,02:07:51,81.06,90.00,8.94,-0.06,1.81,M2
484,02:07:53,81.12,90.00,8.88,-0.06,1.81,M2
485,02:07:55,81.19,90.00,8.81,-0.06,1.81,M2
486,02:07:57,81.31,90.00,8.69,-0.12,1.81,M2
487,02:07:59,81.38,90.00,8.62,-0.06,1.81,M2
488,02:08:01,81.44,90.00,8.56,-0.06,1.81,M2
489,02:08:03,81.50,90.00,8.50,-0.06,1.81,M2
490,02:08:05,81.62,90.00,8.38,-0.12,1.81,M2
491,02:08:07,81.69,90.00,8.31,-0.06,1.81,M2
492,02:08:09,81.75,90.00,8.25,-0.06,1.81,M2
493,02:08:11,81.88,90.00,8.12,-0.12,1.81,M2
494,02:08:13,81.94,90.00,8.06,-0.06,1.81,M2
495,02:08:15,82.00,90.00,8.00,-0.06,1.81,M2
496,02:08:17,82.12,90.00,7.88,-0.12,1.81,M2
497,02:08:19,82.12,90.00,7.88,0.00,1.81,M2
498,02:08:21,82.25,90.00,7.75,-0.12,1.81,M2
499,02:08:23,82.38,90.00,7.62,-0.12,1.81,M2
500,02:08:25,82.44,90.00,7.56,-0.06,1.81,M2
501,02:08:27,82.50,90.00,7.50,-0.06,1.81,M2
502,02:08:29,82.56,90.00,7.44,-0.06,1.81,M2
503,02:08:31,82.69,90.00,7.31,-0.12,1.80,M2
504,02:08:33,82.69,90.00,7.31,0.00,1.80,M2
505,02:08:35,82.81,90.00,7.19,-0.12,1.80,M2
506,02:08:37,82.88,90.00,7.12,-0.06,1.80,M2
507,02:08:39,82.94,90.00,7.06,-0.06,1.80,M2
508,02:08:41,83.06,90.00,6.94,-0.12,1.80,M2
509,02:08:43,83.12,90.00,6.88,-0.06,1.80,M2
510,02:08:45,83.19,90.00,6.81,-0.06,1.80,M2
511,02:08:47,83.25,90.00,6.75,-0.06,1.80,M2
512,02:08:49,83.38,90.00,6.62,-0.12,1.80,M2
513,02:08:51,83.44,90.00,6.56,-0.06,1.80,M2
514,02:08:53,83.50,90.00,6.50,-0.06,1.80,M2
515,02:08:55,83.56,90.00,6.44,-0.06,1.80,M2
516,02:08:57,83.69,90.00,6.31,-0.12,1.80,M2
517,02:08:59,83.75,90.00,6.25,-0.06,1.80,M2
518,02:09:01,83.81,90.00,6.19,-0.06,1.80,M2
519,02:09:03,83.88,90.00,6.12,-0.06,1.80,M2
520,02:09:05,83.94,90.00,6.06,-0.06,1.80,M2
521,02:09:07,84.06,90.00,5.94,-0.12,1.80,M2
522,02:09:09,84.12,90.00,5.88,-0.06,1.79,M2
523,02:09:11,84.19,90.00,5.81,-0.06,1.79,M2
524,02:09:13,84.31,90.00,5.69,-0.12,1.79,M2
525,02:09:15,84.38,90.00,5.62,-0.06,1.79,M2
526,02:09:17,84.44,90.00,5.56,-0.06,1.79,M2
527,02:09:19,84.50,90.00,5.50,-0.06,1.79,M2
528,02:09:21,84.56,90.00,5.44,-0.06,1.79,M2
529,02:09:24,84.69,90.00,5.31,-0.12,1.79,M2
530,02:09:26,84.75,90.00,5.25,-0.06,1.79,M2
531,02:09:28,84.88,90.00,5.12,-0.12,1.79,M2
532,02:09:30,84.94,90.00,5.06,-0.06,1.79,M2
533,02:09:32,85.00,90.00,5.00,-0.06,1.79,M2
534,02:09:34,85.06,90.00,4.94,-0.06,1.79,M2
535,02:09:36,85.19,90.00,4.81,-0.12,1.79,M2
536,02:09:38,85.25,90.00,4.75,-0.06,1.79,M2
537,02:09:40,85.31,90.00,4.69,-0.06,1.79,M2
538,02:09:42,85.38,90.00,4.62,-0.06,1.79,M2
539,02:09:44,85.50,90.00,4.50,-0.12,1.79,M2
540,02:09:46,85.56,90.00,4.44,-0.06,1.78,M2
541,02:09:48,85.62,90.00,4.38,-0.06,1.78,M2
542,02:09:50,85.69,90.00,4.31,-0.06,1.78,M2
543,02:09:52,85.75,90.00,4.25,-0.06,1.78,M2
544,02:09:54,85.88,90.00,4.12,-0.12,1.78,M2
545,02:09:56,85.94,90.00,4.06,-0.06,1.78,M2
546,02:09:58,86.00,90.00,4.00,-0.06,1.78,M2
547,02:10:00,86.06,90.00,3.94,-0.06,1.78,M2
548,02:10:02,86.19,90.00,3.81,-0.12,1.78,M2
549,02:10:04,86.25,90.00,3.75,-0.06,1.78,M2
550,02:10:06,86.31,90.00,3.69,-0.06,1.78,M2
551,02:10:08,86.38,90.00,3.62,-0.06,1.78,M2
552,02:10:10,86.44,90.00,3.56,-0.06,1.78,M2
553,02:10:12,86.56,90.00,3.44,-0.12,1.78,M2
554,02:10:14,86.62,90.00,3.38,-0.06,1.78,M2
555,02:10:16,86.69,90.00,3.31,-0.06,1.78,M2
556,02:10:18,86.75,90.00,3.25,-0.06,1.78,M2
557,02:10:20,86.88,90.00,3.12,-0.12,1.78,M2
558,02:10:22,86.88,90.00,3.12,0.00,1.78,M2
559,02:10:24,87.00,90.00,3.00,-0.12,1.77,M2
560,02:10:26,87.06,90.00,2.94,-0.06,1.77,M2
561,02:10:28,87.12,90.00,2.88,-0.06,1.77,M2
562,02:10:30,87.31,90.00,2.69,-0.12,1.77,M2
563,02:10:32,87.38,90.00,2.62,-0.06,1.77,M2
564,02:10:34,87.44,90.00,2.56,-0.06,1.77,M2
565,02:10:36,87.50,90.00,2.50,-0.06,1.77,M2
566,02:10:38,87.62,90.00,2.38,-0.12,1.77,M2
567,02:10:40,87.69,90.00,2.31,-0.06,1.77,M2
568,02:10:42,87.75,90.00,2.25,-0.06,1.77,M2
569,02:10:44,87.81,90.00,2.19,-0.06,1.77,M2
570,02:10:46,87.94,90.00,2.06,-0.12,1.77,M2
571,02:10:48,87.94,90.00,2.06,0.00,1.77,M2
572,02:10:50,88.06,90.00,1.94,-0.12,1.68,M2
573,02:10:52,88.12,90.00,1.88,-0.06,1.61,M2
574,02:10:54,88.19,90.00,1.81,-0.06,1.55,M2
575,02:10:56,88.31,90.00,1.69,-0.12,1.43,M2
576,02:10:58,88.31,90.00,1.69,0.00,1.43,M2
577,02:11:01,88.38,90.00,1.62,-0.06,1.38,M2
578,02:11:03,88.44,90.00,1.56,-0.06,1.34,M2
579,02:11:05,88.56,90.00,1.44,-0.12,1.28,M2
580,02:11:07,88.62,90.00,1.38,-0.06,1.25,M2
581,02:11:09,88.69,90.00,1.31,-0.06,1.23,M1
582,02:11:11,88.75,90.00,1.25,-0.06,1.21,M1
583,02:11:13,88.81,90.00,1.19,-0.06,1.19,M1
584,02:11:15,88.88,90.00,1.12,-0.06,1.18,M1
585,02:11:17,89.00,90.00,1.00,-0.12,1.15,M1
586,02:11:19,89.06,90.00,0.94,-0.06,1.14,M1
587,02:11:21,89.12,90.00,0.88,-0.06,1.13,M1
588,02:11:23,89.19,90.00,0.81,-0.06,1.12,M1
589,02:11:25,89.25,90.00,0.75,-0.06,1.11,M1
590,02:11:27,89.31,90.00,0.69,-0.06,1.10,M1
591,02:11:29,89.38,90.00,0.62,-0.06,1.10,M1
592,02:11:31,89.44,90.00,0.56,-0.06,1.09,M1
593,02:11:33,89.44,90.00,0.56,0.00,1.09,M1
594,02:11:35,89.50,90.00,0.50,-0.06,1.08,M1
595,02:11:37,89.56,90.00,0.44,-0.06,1.07,M1
596,02:11:39,89.56,90.00,0.44,0.00,1.07,M1
597,02:11:41,89.62,90.00,0.38,-0.06,1.07,M1
598,02:11:43,89.62,90.00,0.38,0.00,1.07,M1
599,02:11:45,89.69,90.00,0.31,-0.06,1.06,M1
600,02:11:47,89.69,90.00,0.31,0.00,1.06,M1
601,02:11:49,89.75,90.00,0.25,-0.06,1.05,M1
602,02:11:51,89.75,90.00,0.25,0.00,1.06,M1
603,02:11:53,89.81,90.00,0.19,-0.06,1.05,M1
604,02:11:55,89.81,90.00,0.19,0.00,1.05,M1
605,02:11:57,89.81,90.00,0.19,0.00,1.05,M1
606,02:11:59,89.81,90.00,0.19,0.00,1.05,M1
607,02:12:01,89.88,90.00,0.12,-0.06,1.04,M1
608,02:12:03,89.81,90.00,0.19,0.06,1.05,M1
609,02:12:05,89.88,90.00,0.12,-0.06,1.04,M1
610,02:12:07,89.88,90.00,0.12,0.00,1.05,M1
611,02:12:09,89.88,90.00,0.12,0.00,1.05,M1
612,02:12:11,89.88,90.00,0.12,0.00,1.05,M1
613,02:12:13,89.88,90.00,0.12,0.00,1.05,M1
614,02:12:15,89.94,90.00,0.06,-0.06,1.03,M1
615,02:12:17,89.94,90.00,0.06,0.00,1.05,M1
616,02:12:19,89.94,90.00,0.06,0.00,1.05,M1
617,02:12:21,89.94,90.00,0.06,0.00,1.05,M1
618,02:12:23,89.94,90.00,0.06,0.00,1.05,M1
619,02:12:25,89.94,90.00,0.06,0.00,1.05,M1
620,02:12:27,89.94,90.00,0.06,0.00,1.05,M1
621,02:12:29,89.94,90.00,0.06,0.00,1.05,M1
622,02:12:31,90.00,90.00,0.00,-0.06,1.00,M1
623,02:12:33,89.94,90.00,0.06,0.06,1.03,M1
624,02:12:35,90.00,90.00,0.00,-0.06,1.00,M1
625,02:12:37,90.00,90.00,0.00,0.00,1.00,M1
626,02:12:39,89.94,90.00,0.06,0.06,1.03,M1
627,02:12:41,89.94,90.00,0.06,0.00,1.05,M1
628,02:12:44,90.00,90.00,0.00,-0.06,1.00,M1
629,02:12:46,90.00,90.00,0.00,0.00,1.00,M1
630,02:12:48,90.00,90.00,0.00,0.00,1.00,M1
631,02:12:50,90.00,90.00,0.00,0.00,1.00,M1
632,02:12:52,90.00,90.00,0.00,0.00,1.00,M1
633,02:12:54,90.00,90.00,0.00,0.00,1.00,M1
634,02:12:56,90.00,90.00,0.00,0.00,1.00,M1
635,02:12:58,90.00,90.00,0.00,0.00,1.00,M1
636,02:13:00,90.00,90.00,0.00,0.00,1.00,M1
637,02:13:02,90.00,90.00,0.00,0.00,1.00,M1
638,02:13:04,90.06,90.00,-0.06,-0.06,0.96,M1
639,02:13:06,90.00,90.00,0.00,0.06,1.00,M1
640,02:13:08,90.06,90.00,-0.06,-0.06,0.96,M1
641,02:13:10,90.06,90.00,-0.06,0.00,0.95,M1
642,02:13:12,90.06,90.00,-0.06,0.00,0.95,M1
643,02:13:14,90.06,90.00,-0.06,0.00,0.95,M1
644,02:13:16,90.06,90.00,-0.06,0.00,0.95,M1
645,02:13:18,90.06,90.00,-0.06,0.00,0.95,M1
646,02:13:20,90.06,90.00,-0.06,0.00,0.95,M1
647,02:13:22,90.06,90.00,-0.06,0.00,0.95,M1
648,02:13:24,90.06,90.00,-0.06,0.00,0.95,M1
649,02:13:26,90.06,90.00,-0.06,0.00,0.95,M1
650,02:13:28,90.06,90.00,-0.06,0.00,0.95,M1
651,02:13:30,90.06,90.00,-0.06,0.00,0.95,M1
652,02:13:32,90.06,90.00,-0.06,0.00,0.95,M1
653,02:13:34,90.06,90.00,-0.06,0.00,0.95,M1
654,02:13:36,90.06,90.00,-0.06,0.00,0.95,M1
655,02:13:38,90.06,90.00,-0.06,0.00,0.95,M1
656,02:13:40,90.06,90.00,-0.06,0.00,0.95,M1
657,02:13:42,90.06,90.00,-0.06,0.00,0.95,M1
658,02:13:44,90.06,90.00,-0.06,0.00,0.95,M1
659,02:13:46,90.06,90.00,-0.06,0.00,0.95,M1
660,02:13:48,90.12,90.00,-0.12,-0.06,0.95,M1
661,02:13:50,90.12,90.00,-0.12,0.00,0.94,M1
662,02:13:52,90.06,90.00,-0.06,0.06,0.96,M1
663,02:13:54,90.12,90.00,-0.12,-0.06,0.95,M1
664,02:13:56,90.12,90.00,-0.12,-0.06,0.95,M1
665,02:13:58,90.12,90.00,-0.12,0.00,0.94,M1
666,02:14:00,90.12,90.00,-0.12,0.00,0.94,M1
667,02:14:02,90.12,90.00,-0.12,0.00,0.94,M1
668,02:14:04,90.12,90.00,-0.12,0.00,0.94,M1
669,02:14:06,90.12,90.00,-0.12,0.00,0.94,M1
670,02:14:08,90.12,90.00,-0.12,0.00,0.94,M1
671,02:14:10,90.12,90.00,-0.12,0.00,0.94,M1
672,02:14:12,90.12,90.00,-0.12,0.00,0.94,M1
673,02:14:14,90.12,90.00,-0.12,0.00,0.94,M1
674,02:14:16,90.12,90.00,-0.12,0.00,0.94,M1
675,02:14:18,90.12,90.00,-0.12,0.00,0.94,M1
676,02:14:20,90.12,90.00,-0.12,0.00,0.94,M1
677,02:14:22,90.12,90.00,-0.12,0.00,0.94,M1
678,02:14:24,90.12,90.00,-0.12,0.00,0.94,M1
679,02:14:27,90.12,90.00,-0.12,0.00,0.94,M1
680,02:14:29,90.12,90.00,-0.12,0.00,0.94,M1
681,02:14:31,90.12,90.00,-0.12,0.00,0.94,M1
682,02:14:33,90.12,90.00,-0.12,0.00,0.94,M1
683,02:14:35,90.12,90.00,-0.12,0.00,0.94,M1
684,02:14:37,90.12,90.00,-0.12,0.00,0.94,M1
685,02:14:39,90.12,90.00,-0.12,0.00,0.94,M1
686,02:14:41,90.12,90.00,-0.12,0.00,0.94,M1
687,02:14:43,90.12,90.00,-0.12,0.00,0.94,M1
688,02:14:45,90.12,90.00,-0.12,0.00,0.94,M1
689,02:14:47,90.12,90.00,-0.12,0.00,0.94,M1
690,02:14:49,90.12,90.00,-0.12,0.00,0.94,M1
691,02:14:51,90.12,90.00,-0.12,0.00,0.94,M1
692,02:14:53,90.12,90.00,-0.12,0.00,0.94,M1
693,02:14:55,90.12,90.00,-0.12,0.00,0.94,M1
694,02:14:57,90.12,90.00,-0.12,0.00,0.94,M1
695,02:14:59,90.12,90.00,-0.12,0.00,0.94,M1
696,02:15:01,90.12,90.00,-0.12,0.00,0.94,M1
697,02:15:03,90.12,90.00,-0.12,0.00,0.94,M1
698,02:15:05,90.12,90.00,-0.12,0.00,0.94,M1
699,02:15:07,90.12,90.00,-0.12,0.00,0.94,M1
700,02:15:09,90.12,90.00,-0.12,0.00,0.94,M1
701,02:15:11,90.12,90.00,-0.12,0.00,0.94,M1
702,02:15:13,90.12,90.00,-0.12,0.00,0.94,M1
703,02:15:15,90.19,90.00,-0.19,-0.06,0.94,M1
704,02:15:17,90.19,90.00,-0.19,0.00,0.93,M1
705,02:15:19,90.19,90.00,-0.19,0.00,0.93,M1
706,02:15:21,90.19,90.00,-0.19,0.00,0.93,M1
707,02:15:23,90.12,90.00,-0.12,0.06,0.95,M1
708,02:15:25,90.19,90.00,-0.19,-0.06,0.94,M1
709,02:15:27,90.19,90.00,-0.19,0.00,0.93,M1
710,02:15:29,90.19,90.00,-0.19,0.00,0.93,M1
711,02:15:31,90.19,90.00,-0.19,0.00,0.93,M1
712,02:15:33,90.12,90.00,-0.12,0.06,0.95,M1
713,02:15:35,90.19,90.00,-0.19,-0.06,0.94,M1
714,02:15:37,90.19,90.00,-0.19,0.00,0.93,M1
715,02:15:39,90.19,90.00,-0.19,0.00,0.93,M1
716,02:15:41,90.19,90.00,-0.19,0.00,0.93,M1
717,02:15:43,90.19,90.00,-0.19,0.00,0.93,M1
718,02:15:45,90.19,90.00,-0.19,0.00,0.93,M1
719,02:15:47,90.19,90.00,-0.19,0.00,0.93,M1
720,02:15:49,90.19,90.00,-0.19,0.00,0.93,M1
721,02:15:51,90.19,90.00,-0.19,0.00,0.93,M1
722,02:15:53,90.19,90.00,-0.19,0.00,0.93,M1
723,02:15:55,90.12,90.00,-0.12,0.06,0.95,M1
724,02:15:57,90.12,90.00,-0.12,0.00,0.94,M1
725,02:15:59,90.19,90.00,-0.19,-0.06,0.94,M1
726,02:16:01,90.12,90.00,-0.12,0.06,0.95,M1
727,02:16:03,90.19,90.00,-0.19,-0.06,0.94,M1
728,02:16:05,90.12,90.00,-0.12,0.06,0.95,M1
729,02:16:08,90.19,90.00,-0.19,-0.06,0.94,M1
730,02:16:10,90.19,90.00,-0.19,0.00,0.93,M1
731,02:16:12,90.19,90.00,-0.19,0.00,0.93,M1
732,02:16:14,90.19,90.00,-0.19,0.00,0.93,M1
733,02:16:16,90.19,90.00,-0.19,0.00,0.93,M1
734,02:16:18,90.12,90.00,-0.12,0.06,0.95,M1
735,02:16:20,90.19,90.00,-0.19,-0.06,0.94,M1
736,02:16:22,90.19,90.00,-0.19,0.00,0.93,M1
737,02:16:24,90.19,90.00,-0.19,0.00,0.93,M1
738,02:16:26,90.19,90.00,-0.19,0.00,0.93,M1
739,02:16:28,90.19,90.00,-0.19,0.00,0.93,M1
740,02:16:30,90.19,90.00,-0.19,0.00,0.93,M1
741,02:16:32,90.19,90.00,-0.19,0.00,0.93,M1
742,02:16:34,90.19,90.00,-0.19,0.00,0.93,M1
743,02:16:36,90.19,90.00,-0.19,0.00,0.93,M1
744,02:16:38,90.19,90.00,-0.19,0.00,0.93,M1
745,02:16:40,90.19,90.00,-0.19,0.00,0.93,M1
746,02:16:42,90.19,90.00,-0.19,0.00,0.93,M1
747,02:16:44,90.19,90.00,-0.19,0.00,0.93,M1
748,02:16:46,90.19,90.00,-0.19,0.00,0.93,M1
749,02:16:48,90.19,90.00,-0.19,0.00,0.93,M1
750,02:16:50,90.19,90.00,-0.19,0.00,0.93,M1
751,02:16:52,90.19,90.00,-0.19,0.00,0.93,M1
752,02:16:54,90.19,90.00,-0.19,0.00,0.93,M1
753,02:16:56,90.19,90.00,-0.19,0.00,0.93,M1
754,02:16:58,90.19,90.00,-0.19,0.00,0.93,M1
755,02:17:00,90.19,90.00,-0.19,0.00,0.93,M1
756,02:17:02,90.25,90.00,-0.25,-0.06,0.92,M1
757,02:17:04,90.25,90.00,-0.25,0.00,0.92,M1
758,02:17:06,90.19,90.00,-0.19,0.06,0.94,M1
759,02:17:08,90.19,90.00,-0.19,0.00,0.93,M1
760,02:17:10,90.25,90.00,-0.25,-0.06,0.92,M1
761,02:17:12,90.25,90.00,-0.25,0.00,0.92,M1
762,02:17:14,90.25,90.00,-0.25,0.00,0.92,M1
763,02:17:16,90.19,90.00,-0.19,0.00,0.93,M1
764,02:17:18,90.19,90.00,-0.19,0.00,0.93,M1
765,02:17:20,90.25,90.00,-0.25,-0.06,0.92,M1
766,02:17:22,90.25,90.00,-0.25,0.00,0.92,M1
767,02:17:24,90.25,90.00,-0.25,0.00,0.92,M1
768,02:17:26,90.25,90.00,-0.25,0.00,0.92,M1
769,02:17:28,90.25,90.00,-0.25,0.00,0.92,M1
770,02:17:30,90.25,90.00,-0.25,0.00,0.92,M1
771,02:17:32,90.25,90.00,-0.25,0.00,0.92,M1
772,02:17:34,90.25,90.00,-0.25,0.00,0.92,M1
773,02:17:36,90.25,90.00,-0.25,0.00,0.92,M1
774,02:17:38,90.25,90.00,-0.25,0.00,0.92,M1
775,02:17:40,90.25,90.00,-0.25,0.00,0.92,M1
776,02:17:42,90.25,90.00,-0.25,0.00,0.92,M1
777,02:17:45,90.25,90.00,-0.25,0.00,0.92,M1
778,02:17:47,90.25,90.00,-0.25,0.00,0.92,M1
779,02:17:49,90.25,90.00,-0.25,0.00,0.92,M1
780,02:17:51,90.25,90.00,-0.25,0.00,0.92,M1
781,02:17:53,90.25,90.00,-0.25,0.00,0.92,M1
782,02:17:55,90.25,90.00,-0.25,0.00,0.92,M1
783,02:17:57,90.25,90.00,-0.25,0.00,0.92,M1
784,02:17:59,90.25,90.00,-0.25,0.00,0.92,M1
785,02:18:01,90.25,90.00,-0.25,0.00,0.92,M1
786,02:18:03,90.25,90.00,-0.25,0.00,0.92,M1
787,02:18:05,90.25,90.00,-0.25,0.00,0.92,M1
788,02:18:07,90.25,90.00,-0.25,0.00,0.92,M1
789,02:18:09,90.25,90.00,-0.25,0.00,0.92,M1
790,02:18:11,90.25,90.00,-0.25,0.00,0.92,M1
791,02:18:13,90.25,90.00,-0.25,0.00,0.92,M1
792,02:18:15,90.31,90.00,-0.31,-0.06,0.91,M1
793,02:18:17,90.25,90.00,-0.25,0.06,0.92,M1
794,02:18:19,90.31,90.00,-0.31,-0.06,0.91,M1
795,02:18:21,90.31,90.00,-0.31,0.00,0.91,M1
796,02:18:23,90.25,90.00,-0.25,0.06,0.92,M1
797,02:18:25,90.31,90.00,-0.31,-0.06,0.91,M1
798,02:18:27,90.31,90.00,-0.31,0.00,0.91,M1
799,02:18:29,90.31,90.00,-0.31,0.00,0.91,M1
800,02:18:31,90.31,90.00,-0.31,0.00,0.91,M1
801,02:18:33,90.31,90.00,-0.31,0.00,0.91,M1
802,02:18:35,90.31,90.00,-0.31,0.00,0.91,M1
803,02:18:37,90.31,90.00,-0.31,0.00,0.91,M1
804,02:18:39,90.31,90.00,-0.31,0.00,0.91,M1
805,02:18:41,90.31,90.00,-0.31,0.00,0.91,M1
806,02:18:43,90.31,90.00,-0.31,0.00,0.91,M1
807,02:18:45,90.31,90.00,-0.31,0.00,0.91,M1
808,02:18:47,90.31,90.00,-0.31,0.00,0.91,M1
809,02:18:49,90.31,90.00,-0.31,0.00,0.91,M1
810,02:18:51,90.31,90.00,-0.31,0.00,0.91,M1
811,02:18:53,90.31,90.00,-0.31,0.00,0.91,M1
812,02:18:55,90.31,90.00,-0.31,0.00,0.91,M1
813,02:18:57,90.31,90.00,-0.31,0.00,0.91,M1
814,02:18:59,90.31,90.00,-0.31,0.00,0.91,M1
815,02:19:01,90.31,90.00,-0.31,0.00,0.91,M1
816,02:19:03,90.31,90.00,-0.31,0.00,0.91,M1
817,02:19:05,90.31,90.00,-0.31,0.00,0.91,M1
818,02:19:07,90.31,90.00,-0.31,0.00,0.91,M1
819,02:19:09,90.38,90.00,-0.38,-0.06,0.90,M1
820,02:19:11,90.31,90.00,-0.31,0.06,0.91,M1
821,02:19:13,90.31,90.00,-0.31,0.00,0.91,M1
822,02:19:16,90.31,90.00,-0.31,0.00,0.91,M1
823,02:19:18,90.31,90.00,-0.31,0.00,0.91,M1
824,02:19:20,90.31,90.00,-0.31,0.00,0.91,M1
825,02:19:22,90.31,90.00,-0.31,0.00,0.91,M1
826,02:19:24,90.31,90.00,-0.31,0.00,0.91,M1
827,02:19:26,90.31,90.00,-0.31,0.00,0.91,M1
828,02:19:28,90.31,90.00,-0.31,0.00,0.91,M1
829,02:19:30,90.31,90.00,-0.31,0.00,0.91,M1
830,02:19:32,90.31,90.00,-0.31,0.00,0.91,M1
831,02:19:34,90.25,90.00,-0.25,0.06,0.92,M1
832,02:19:36,90.31,90.00,-0.31,-0.06,0.91,M1
833,02:19:38,90.31,90.00,-0.31,0.00,0.91,M1
834,02:19:40,90.31,90.00,-0.31,0.00,0.91,M1
835,02:19:42,90.31,90.00,-0.31,0.00,0.91,M1
836,02:19:44,90.31,90.00,-0.31,0.00,0.91,M1
837,02:19:46,90.25,90.00,-0.25,0.06,0.92,M1
838,02:19:48,90.31,90.00,-0.31,-0.06,0.91,M1
839,02:19:50,90.31,90.00,-0.31,0.00,0.91,M1
840,02:19:52,90.25,90.00,-0.25,0.06,0.92,M1
841,02:19:54,90.31,90.00,-0.31,-0.06,0.91,M1
842,02:19:56,90.31,90.00,-0.31,0.00,0.91,M1
843,02:19:58,90.31,90.00,-0.31,0.00,0.91,M1
844,02:20:00,90.31,90.00,-0.31,0.00,0.91,M1
845,02:20:02,90.31,90.00,-0.31,0.00,0.91,M1
846,02:20:04,90.31,90.00,-0.31,0.00,0.91,M1
847,02:20:06,90.31,90.00,-0.31,0.00,0.91,M1
848,02:20:08,90.31,90.00,-0.31,0.00,0.91,M1
849,02:20:10,90.31,90.00,-0.31,0.00,0.91,M1
850,02:20:12,90.31,90.00,-0.31,0.00,0.91,M1
851,02:20:14,90.31,90.00,-0.31,0.00,0.91,M1
852,02:20:16,90.31,90.00,-0.31,0.00,0.91,M1
853,02:20:18,90.25,90.00,-0.25,0.06,0.92,M1
854,02:20:20,90.31,90.00,-0.31,-0.06,0.91,M1
