NO,TIME,SUHU,SET POINT,EROR,DELTA EROR,OUTPUT FUZZY,OUTPUT M
855,02:20:22,90.25,90.00,-0.25,0.06,0.92,M1
856,02:20:24,90.25,90.00,-0.25,0.06,0.92,M1
857,02:20:26,90.31,90.00,-0.31,-0.06,0.91,M1
858,02:20:28,90.25,90.00,-0.25,0.06,0.92,M1
859,02:20:30,90.25,90.00,-0.25,0.00,0.92,M1
860,02:20:32,90.31,90.00,-0.31,-0.06,0.91,M1
861,02:20:34,90.31,90.00,-0.31,0.00,0.91,M1
862,02:20:36,90.31,90.00,-0.31,0.00,0.91,M1
863,02:20:38,90.31,90.00,-0.31,0.00,0.91,M1
864,02:20:40,90.31,90.00,-0.31,0.00,0.91,M1
865,02:20:42,90.25,90.00,-0.25,0.06,0.92,M1
866,02:20:44,90.31,90.00,-0.31,-0.06,0.91,M1
867,02:20:46,90.31,90.00,-0.31,0.00,0.91,M1
868,02:20:48,90.31,90.00,-0.31,0.00,0.91,M1
869,02:20:50,90.31,90.00,-0.31,0.00,0.91,M1
870,02:20:53,90.25,90.00,-0.25,0.06,0.92,M1
871,02:20:55,90.31,90.00,-0.31,-0.06,0.91,M1
872,02:20:57,90.31,90.00,-0.31,0.00,0.91,M1
873,02:20:59,90.25,90.00,-0.25,0.06,0.92,M1
874,02:21:01,90.31,90.00,-0.31,-0.06,0.91,M1
875,02:21:03,90.31,90.00,-0.31,0.00,0.91,M1
876,02:21:05,90.31,90.00,-0.31,0.00,0.91,M1
877,02:21:07,90.31,90.00,-0.31,0.00,0.91,M1
878,02:21:09,90.31,90.00,-0.31,0.00,0.91,M1
879,02:21:11,90.31,90.00,-0.31,0.00,0.91,M1
880,02:21:13,90.31,90.00,-0.31,0.00,0.91,M1
881,02:21:15,90.31,90.00,-0.31,0.00,0.91,M1
882,02:21:17,90.31,90.00,-0.31,0.00,0.91,M1
883,02:21:19,90.31,90.00,-0.31,0.00,0.91,M1
884,02:21:21,90.31,90.00,-0.31,0.00,0.91,M1
885,02:21:23,90.31,90.00,-0.31,0.00,0.91,M1
886,02:21:25,90.31,90.00,-0.31,0.00,0.91,M1
887,02:21:27,90.31,90.00,-0.31,0.00,0.91,M1
888,02:21:29,90.31,90.00,-0.31,0.00,0.91,M1
889,02:21:31,90.31,90.00,-0.31,0.00,0.91,M1
890,02:21:33,90.31,90.00,-0.31,0.00,0.91,M1
891,02:21:35,90.25,90.00,-0.25,0.06,0.92,M1
892,02:21:37,90.31,90.00,-0.31,-0.06,0.91,M1
893,02:21:39,90.31,90.00,-0.31,0.00,0.91,M1
894,02:21:41,90.31,90.00,-0.31,0.00,0.91,M1
895,02:21:43,90.31,90.00,-0.31,0.00,0.91,M1
896,02:21:45,90.31,90.00,-0.31,0.00,0.91,M1
897,02:21:47,90.31,90.00,-0.31,0.00,0.91,M1
898,02:21:49,90.31,90.00,-0.31,0.00,0.91,M1
899,02:21:51,90.31,90.00,-0.31,0.00,0.91,M1
900,02:21:53,90.31,90.00,-0.31,0.00,0.91,M1
901,02:21:55,90.31,90.00,-0.31,0.00,0.91,M1
902,02:21:57,90.31,90.00,-0.31,0.00,0.91,M1
903,02:21:59,90.31,90.00,-0.31,0.00,0.91,M1
904,02:22:01,90.31,90.00,-0.31,0.00,0.91,M1
905,02:22:03,90.31,90.00,-0.31,0.00,0.91,M1
906,02:22:05,90.31,90.00,-0.31,0.00,0.91,M1
907,02:22:07,90.31,90.00,-0.31,0.00,0.91,M1
908,02:22:09,90.31,90.00,-0.31,0.00,0.91,M1
909,02:22:11,90.31,90.00,-0.31,0.00,0.91,M1
910,02:22:13,90.31,90.00,-0.31,0.00,0.91,M1
911,02:22:15,90.31,90.00,-0.31,0.00,0.91,M1
912,02:22:17,90.31,90.00,-0.31,0.00,0.91,M1
913,02:22:19,90.31,90.00,-0.31,0.00,0.91,M1
914,02:22:21,90.31,90.00,-0.31,0.00,0.91,M1
915,02:22:23,90.31,90.00,-0.31,0.00,0.91,M1
916,02:22:25,90.31,90.00,-0.31,0.00,0.91,M1
917,02:22:27,90.31,90.00,-0.31,0.00,0.91,M1
918,02:22:29,90.31,90.00,-0.31,0.00,0.91,M1
919,02:22:32,90.31,90.00,-0.31,0.00,0.91,M1
920,02:22:34,90.25,90.00,-0.25,0.06,0.92,M1
921,02:22:36,90.31,90.00,-0.31,-0.06,0.91,M1
922,02:22:38,90.31,90.00,-0.31,0.00,0.91,M1
923,02:22:40,90.31,90.00,-0.31,0.00,0.91,M1
924,02:22:42,90.31,90.00,-0.31,0.00,0.91,M1
925,02:22:44,90.31,90.00,-0.31,0.00,0.91,M1
926,02:22:46,90.31,90.00,-0.31,0.00,0.91,M1
927,02:22:48,90.31,90.00,-0.31,0.00,0.91,M1
928,02:22:50,90.31,90.00,-0.31,0.00,0.91,M1
929,02:22:52,90.31,90.00,-0.31,0.00,0.91,M1
930,02:22:54,90.25,90.00,-0.25,0.06,0.92,M1
931,02:22:56,90.31,90.00,-0.31,-0.06,0.91,M1
932,02:22:58,90.31,90.00,-0.31,0.00,0.91,M1
933,02:23:00,90.31,90.00,-0.31,0.00,0.91,M1
934,02:23:02,90.31,90.00,-0.31,0.00,0.91,M1
935,02:23:04,90.31,90.00,-0.31,0.00,0.91,M1
936,02:23:06,90.31,90.00,-0.31,0.00,0.91,M1
937,02:23:08,90.25,90.00,-0.25,0.06,0.92,M1
938,02:23:10,90.31,90.00,-0.31,-0.06,0.91,M1
939,02:23:12,90.31,90.00,-0.31,0.00,0.91,M1
940,02:23:14,90.31,90.00,-0.31,0.00,0.91,M1
941,02:23:16,90.25,90.00,-0.25,0.06,0.92,M1
942,02:23:18,90.31,90.00,-0.31,-0.06,0.91,M1
943,02:23:20,90.31,90.00,-0.31,0.00,0.91,M1
944,02:23:22,90.31,90.00,-0.31,0.00,0.91,M1
945,02:23:24,90.31,90.00,-0.31,0.00,0.91,M1
946,02:23:26,90.31,90.00,-0.31,0.00,0.91,M1
947,02:23:28,90.25,90.00,-0.25,0.06,0.92,M1
948,02:23:30,90.25,90.00,-0.25,0.00,0.92,M1
949,02:23:32,90.25,90.00,-0.25,0.00,0.92,M1
950,02:23:34,90.25,90.00,-0.25,0.00,0.92,M1
951,02:23:36,90.31,90.00,-0.31,-0.06,0.91,M1
952,02:23:38,90.25,90.00,-0.25,0.06,0.92,M1
953,02:23:40,90.25,90.00,-0.25,0.00,0.92,M1
954,02:23:42,90.25,90.00,-0.25,0.00,0.92,M1
955,02:23:44,90.25,90.00,-0.25,0.00,0.92,M1
956,02:23:46,90.25,90.00,-0.25,0.00,0.92,M1
957,02:23:48,90.25,90.00,-0.25,0.00,0.92,M1
958,02:23:50,90.25,90.00,-0.25,0.00,0.92,M1
959,02:23:52,90.25,90.00,-0.25,0.00,0.92,M1
960,02:23:54,90.25,90.00,-0.25,0.00,0.92,M1
961,02:23:56,90.31,90.00,-0.31,-0.06,0.91,M1
962,02:23:58,90.25,90.00,-0.25,0.06,0.92,M1
963,02:24:00,90.25,90.00,-0.25,0.00,0.92,M1
964,02:24:02,90.25,90.00,-0.25,0.00,0.92,M1
965,02:24:04,90.25,90.00,-0.25,0.00,0.92,M1
966,02:24:06,90.25,90.00,-0.25,0.00,0.92,M1
967,02:24:09,90.25,90.00,-0.25,0.00,0.92,M1
968,02:24:11,90.25,90.00,-0.25,0.00,0.92,M1
969,02:24:13,90.25,90.00,-0.25,0.00,0.92,M1
970,02:24:15,90.25,90.00,-0.25,0.00,0.92,M1
971,02:24:17,90.25,90.00,-0.25,0.00,0.92,M1
972,02:24:19,90.25,90.00,-0.25,0.00,0.92,M1
973,02:24:21,90.25,90.00,-0.25,0.00,0.92,M1
974,02:24:23,90.25,90.00,-0.25,0.00,0.92,M1
975,02:24:25,90.25,90.00,-0.25,0.00,0.92,M1
976,02:24:27,90.25,90.00,-0.25,0.00,0.92,M1
977,02:24:29,90.25,90.00,-0.25,0.00,0.92,M1
978,02:24:31,90.25,90.00,-0.25,0.00,0.92,M1
979,02:24:33,90.25,90.00,-0.25,0.00,0.92,M1
980,02:24:35,90.25,90.00,-0.25,0.00,0.92,M1
981,02:24:37,90.25,90.00,-0.25,0.00,0.92,M1
982,02:24:39,90.25,90.00,-0.25,0.00,0.92,M1
983,02:24:41,90.25,90.00,-0.25,0.00,0.92,M1
984,02:24:43,90.25,90.00,-0.25,0.00,0.92,M1
985,02:24:45,90.25,90.00,-0.25,0.00,0.92,M1
986,02:24:47,90.25,90.00,-0.25,0.00,0.92,M1
987,02:24:49,90.25,90.00,-0.25,0.00,0.92,M1
988,02:24:51,90.25,90.00,-0.25,0.00,0.92,M1
989,02:24:53,90.25,90.00,-0.25,0.00,0.92,M1
990,02:24:55,90.19,90.00,-0.19,0.06,0.94,M1
991,02:24:57,90.25,90.00,-0.25,-0.06,0.92,M1
992,02:24:59,90.19,90.00,-0.19,0.06,0.94,M1
993,02:25:01,90.25,90.00,-0.25,-0.06,0.92,M1
994,02:25:03,90.25,90.00,-0.25,0.00,0.92,M1
995,02:25:05,90.25,90.00,-0.25,0.00,0.92,M1
996,02:25:07,90.25,90.00,-0.25,0.00,0.92,M1
997,02:25:09,90.25,90.00,-0.25,0.00,0.92,M1
998,02:25:11,90.25,90.00,-0.25,0.00,0.92,M1
999,02:25:13,90.25,90.00,-0.25,0.00,0.92,M1
1000,02:25:15,90.25,90.00,-0.25,0.00,0.92,M1
1001,02:25:17,90.25,90.00,-0.25,0.00,0.92,M1
1002,02:25:19,90.25,90.00,-0.25,0.00,0.92,M1
1003,02:25:21,90.25,90.00,-0.25,0.00,0.92,M1
1004,02:25:23,90.25,90.00,-0.25,0.00,0.92,M1
1005,02:25:25,90.25,90.00,-0.25,0.00,0.92,M1
1006,02:25:27,90.25,90.00,-0.25,0.00,0.92,M1
1007,02:25:29,90.25,90.00,-0.25,0.00,0.92,M1
1008,02:25:31,90.25,90.00,-0.25,0.00,0.92,M1
1009,02:25:33,90.25,90.00,-0.25,0.00,0.92,M1
1010,02:25:35,90.25,90.00,-0.25,0.00,0.92,M1
1011,02:25:37,90.25,90.00,-0.25,0.00,0.92,M1
1012,02:25:39,90.25,90.00,-0.25,0.00,0.92,M1
1013,02:25:41,90.25,90.00,-0.25,0.00,0.92,M1
1014,02:25:43,90.25,90.00,-0.25,0.00,0.92,M1
1015,02:25:45,90.25,90.00,-0.25,0.00,0.92,M1
1016,02:25:48,90.25,90.00,-0.25,0.00,0.92,M1
1017,02:25:50,90.25,90.00,-0.25,0.00,0.92,M1
1018,02:25:52,90.25,90.00,-0.25,0.00,0.92,M1
1019,02:25:54,90.25,90.00,-0.25,0.00,0.92,M1
1020,02:25:56,90.25,90.00,-0.25,0.00,0.92,M1
1021,02:25:58,90.25,90.00,-0.25,0.00,0.92,M1
1022,02:26:00,90.25,90.00,-0.25,0.00,0.92,M1
1023,02:26:02,90.31,90.00,-0.31,-0.06,0.91,M1
1024,02:26:04,90.25,90.00,-0.25,0.06,0.92,M1
1025,02:26:06,90.25,90.00,-0.25,0.00,0.92,M1
1026,02:26:08,90.25,90.00,-0.25,0.00,0.92,M1
1027,02:26:10,90.25,90.00,-0.25,0.00,0.92,M1
1028,02:26:12,90.25,90.00,-0.25,0.00,0.92,M1
1029,02:26:14,90.25,90.00,-0.25,0.00,0.92,M1
1030,02:26:16,90.25,90.00,-0.25,0.00,0.92,M1
1031,02:26:18,90.25,90.00,-0.25,0.00,0.92,M1
1032,02:26:20,90.25,90.00,-0.25,0.00,0.92,M1
1033,02:26:22,90.25,90.00,-0.25,0.00,0.92,M1
1034,02:26:24,90.25,90.00,-0.25,0.00,0.92,M1
1035,02:26:26,90.25,90.00,-0.25,0.00,0.92,M1
1036,02:26:28,90.25,90.00,-0.25,0.00,0.92,M1
1037,02:26:30,90.25,90.00,-0.25,0.00,0.92,M1
1038,02:26:32,90.25,90.00,-0.25,0.00,0.92,M1
1039,02:26:34,90.25,90.00,-0.25,0.00,0.92,M1
1040,02:26:36,90.25,90.00,-0.25,0.00,0.92,M1
1041,02:26:38,90.25,90.00,-0.25,0.00,0.92,M1
1042,02:26:40,90.25,90.00,-0.25,0.00,0.92,M1
1043,02:26:42,90.31,90.00,-0.31,-0.06,0.91,M1
1044,02:26:44,90.31,90.00,-0.31,0.00,0.91,M1
1045,02:26:46,90.25,90.00,-0.25,0.06,0.92,M1
1046,02:26:48,90.31,90.00,-0.31,-0.06,0.91,M1
1047,02:26:50,90.31,90.00,-0.31,0.00,0.91,M1
1048,02:26:52,90.31,90.00,-0.31,0.00,0.91,M1
1049,02:26:54,90.31,90.00,-0.31,0.00,0.91,M1
1050,02:26:56,90.25,90.00,-0.25,0.06,0.92,M1
1051,02:26:58,90.31,90.00,-0.31,-0.06,0.91,M1
1052,02:27:00,90.25,90.00,-0.25,0.06,0.92,M1
1053,02:27:02,90.31,90.00,-0.31,-0.06,0.91,M1
1054,02:27:04,90.31,90.00,-0.31,0.00,0.91,M1
1055,02:27:06,90.25,90.00,-0.25,0.06,0.92,M1
1056,02:27:08,90.31,90.00,-0.31,-0.06,0.91,M1
1057,02:27:10,90.25,90.00,-0.25,0.06,0.92,M1
1058,02:27:12,90.25,90.00,-0.25,0.00,0.92,M1
1059,02:27:14,90.31,90.00,-0.31,-0.06,0.91,M1
1060,02:27:16,90.25,90.00,-0.25,0.06,0.92,M1
1061,02:27:18,90.31,90.00,-0.31,-0.06,0.91,M1
1062,02:27:20,90.25,90.00,-0.25,0.06,0.92,M1
1063,02:27:22,90.25,90.00,-0.25,0.00,0.92,M1
1064,02:27:25,90.25,90.00,-0.25,0.00,0.92,M1
1065,02:27:27,90.25,90.00,-0.25,0.00,0.92,M1
1066,02:27:29,90.25,90.00,-0.25,0.00,0.92,M1
1067,02:27:31,90.25,90.00,-0.25,0.00,0.92,M1
1068,02:27:33,90.25,90.00,-0.25,0.00,0.92,M1
1069,02:27:35,90.19,90.00,-0.19,0.06,0.94,M1
1070,02:27:37,90.25,90.00,-0.25,-0.06,0.92,M1
1071,02:27:39,90.25,90.00,-0.25,0.00,0.92,M1
1072,02:27:41,90.25,90.00,-0.25,0.00,0.92,M1
1073,02:27:43,90.25,90.00,-0.25,0.00,0.92,M1
1074,02:27:45,90.25,90.00,-0.25,0.00,0.92,M1
1075,02:27:47,90.25,90.00,-0.25,0.00,0.92,M1
1076,02:27:49,90.25,90.00,-0.25,0.00,0.92,M1
1077,02:27:51,90.25,90.00,-0.25,0.00,0.92,M1
1078,02:27:53,90.25,90.00,-0.25,0.00,0.92,M1
1079,02:27:55,90.25,90.00,-0.25,0.00,0.92,M1
1080,02:27:57,90.25,90.00,-0.25,0.00,0.92,M1
1081,02:27:59,90.25,90.00,-0.25,0.00,0.92,M1
1082,02:28:01,90.25,90.00,-0.25,0.00,0.92,M1
1083,02:28:03,90.25,90.00,-0.25,0.00,0.92,M1
1084,02:28:05,90.25,90.00,-0.25,0.00,0.92,M1
1085,02:28:07,90.25,90.00,-0.25,0.00,0.92,M1
1086,02:28:09,90.25,90.00,-0.25,0.00,0.92,M1
1087,02:28:11,90.25,90.00,-0.25,0.00,0.92,M1
1088,02:28:13,90.25,90.00,-0.25,0.00,0.92,M1
1089,02:28:15,90.25,90.00,-0.25,0.00,0.92,M1
1090,02:28:17,90.25,90.00,-0.25,0.00,0.92,M1
1091,02:28:19,90.25,90.00,-0.25,0.00,0.92,M1
1092,02:28:21,90.25,90.00,-0.25,0.00,0.92,M1
1093,02:28:23,90.25,90.00,-0.25,0.00,0.92,M1
1094,02:28:25,90.25,90.00,-0.25,0.00,0.92,M1
1095,02:28:27,90.25,90.00,-0.25,0.00,0.92,M1
1096,02:28:29,90.25,90.00,-0.25,0.00,0.92,M1
1097,02:28:31,90.25,90.00,-0.25,0.00,0.92,M1
1098,02:28:33,90.25,90.00,-0.25,0.00,0.92,M1
1099,02:28:35,90.25,90.00,-0.25,0.00,0.92,M1
1100,02:28:37,90.25,90.00,-0.25,0.00,0.92,M1
1101,02:28:39,90.19,90.00,-0.19,0.06,0.94,M1
1102,02:28:41,90.25,90.00,-0.25,-0.06,0.92,M1
1103,02:28:43,90.25,90.00,-0.25,0.00,0.92,M1
1104,02:28:45,90.25,90.00,-0.25,0.00,0.92,M1
1105,02:28:47,90.25,90.00,-0.25,0.00,0.92,M1
1106,02:28:49,90.25,90.00,-0.25,0.00,0.92,M1
1107,02:28:51,90.25,90.00,-0.25,0.00,0.92,M1
1108,02:28:53,90.25,90.00,-0.25,0.00,0.92,M1
1109,02:28:55,90.25,90.00,-0.25,0.00,0.92,M1
1110,02:28:57,90.25,90.00,-0.25,0.00,0.92,M1
1111,02:29:00,90.25,90.00,-0.25,0.00,0.92,M1
1112,02:29:02,90.25,90.00,-0.25,0.00,0.92,M1
1113,02:29:04,90.25,90.00,-0.25,0.00,0.92,M1
1114,02:29:06,90.25,90.00,-0.25,0.00,0.92,M1
1115,02:29:08,90.25,90.00,-0.25,0.00,0.92,M1
1116,02:29:10,90.31,90.00,-0.31,-0.06,0.91,M1
1117,02:29:12,90.25,90.00,-0.25,0.06,0.92,M1
1118,02:29:14,90.31,90.00,-0.31,-0.06,0.91,M1
1119,02:29:16,90.31,90.00,-0.31,0.00,0.91,M1
1120,02:29:18,90.31,90.00,-0.31,0.00,0.91,M1
1121,02:29:20,90.31,90.00,-0.31,0.00,0.91,M1
1122,02:29:22,90.31,90.00,-0.31,0.00,0.91,M0
