NO,TIME,SUHU,VOLT_PH,PH,SET_POINT,EROR,DELTA_EROR,AKSI,DURASI_MS
1,02:50:09,29.44,1.7992,4.32,4.5,0.18,0.18,IDLE,0
2,02:56:11,29.50,1.7610,4.58,4.5,-0.08,-0.26,UP,1000
3,03:00:12,29.50,1.7531,4.63,4.5,-0.13,-0.05,IDLE,0
4,03:04:12,29.50,1.7530,4.63,4.5,-0.13,-0.00,IDLE,0
5,03:08:13,29.50,1.7542,4.63,4.5,-0.13,0.01,IDLE,0
6,03:12:14,29.50,1.7573,4.61,4.5,-0.11,0.02,IDLE,0
