NO,TIME,SUHU,SET POINT,EROR,DELTA EROR,OUTPUT ANFIS,OUTPUT M
1849,01:20:31,90.12,90.00,-0.12,0.00,0.94,M1
1850,01:20:33,90.19,90.00,-0.19,-0.06,0.94,M1
1851,01:20:35,90.12,90.00,-0.12,0.06,0.95,M1
1852,01:20:37,90.19,90.00,-0.19,-0.06,0.94,M1
1853,01:20:39,90.12,90.00,-0.12,0.06,0.95,M1
1854,01:20:41,90.12,90.00,-0.12,0.00,0.94,M1
1855,01:20:43,90.12,90.00,-0.12,0.00,0.94,M1
1856,01:20:45,90.12,90.00,-0.12,0.00,0.94,M1
1857,01:20:47,90.12,90.00,-0.12,0.00,0.94,M1
1858,01:20:49,90.12,90.00,-0.12,0.00,0.94,M1
1859,01:20:52,90.19,90.00,-0.19,-0.06,0.94,M1
1860,01:20:54,90.12,90.00,-0.12,0.06,0.95,M1
1861,01:20:56,90.12,90.00,-0.12,0.00,0.94,M1
1862,01:20:58,90.12,90.00,-0.12,0.00,0.94,M1
1863,01:21:00,90.19,90.00,-0.19,-0.06,0.94,M1
1864,01:21:02,90.19,90.00,-0.19,0.00,0.93,M1
1865,01:21:04,90.19,90.00,-0.19,0.00,0.93,M1
1866,01:21:06,90.19,90.00,-0.19,0.00,0.93,M1
1867,01:21:08,90.19,90.00,-0.19,0.00,0.93,M1
1868,01:21:10,90.19,90.00,-0.19,0.00,0.93,M1
1869,01:21:12,90.19,90.00,-0.19,0.00,0.93,M1
1870,01:21:14,90.19,90.00,-0.19,0.00,0.93,M1
1871,01:21:16,90.19,90.00,-0.19,0.00,0.93,M1
1872,01:21:18,90.19,90.00,-0.19,0.00,0.93,M1
1873,01:21:20,90.19,90.00,-0.19,0.00,0.93,M1
1874,01:21:22,90.19,90.00,-0.19,0.00,0.93,M1
1875,01:21:24,90.19,90.00,-0.19,0.00,0.93,M1
1876,01:21:26,90.19,90.00,-0.19,0.00,0.93,M1
1877,01:21:28,90.19,90.00,-0.19,0.00,0.93,M1
1878,01:21:30,90.19,90.00,-0.19,0.00,0.93,M1
1879,01:21:32,90.19,90.00,-0.19,0.00,0.93,M1
1880,01:21:34,90.19,90.00,-0.19,0.00,0.93,M1
1881,01:21:36,90.25,90.00,-0.25,-0.06,0.92,M1
1882,01:21:38,90.25,90.00,-0.25,0.00,0.92,M1
1883,01:21:40,90.25,90.00,-0.25,0.00,0.92,M1
1884,01:21:42,90.25,90.00,-0.25,0.00,0.92,M1
1885,01:21:44,90.19,90.00,-0.19,0.06,0.94,M1
1886,01:21:46,90.25,90.00,-0.25,-0.06,0.92,M1
1887,01:21:48,90.25,90.00,-0.25,0.00,0.92,M1
1888,01:21:50,90.25,90.00,-0.25,0.00,0.92,M1
1889,01:21:52,90.25,90.00,-0.25,0.00,0.92,M1
1890,01:21:54,90.25,90.00,-0.25,0.00,0.92,M1
1891,01:21:56,90.25,90.00,-0.25,0.00,0.92,M1
1892,01:21:58,90.25,90.00,-0.25,0.00,0.92,M1
1893,01:22:00,90.25,90.00,-0.25,0.00,0.92,M1
1894,01:22:02,90.19,90.00,-0.19,0.06,0.94,M1
1895,01:22:04,90.19,90.00,-0.19,0.00,0.93,M1
1896,01:22:06,90.19,90.00,-0.19,0.00,0.93,M1
1897,01:22:08,90.19,90.00,-0.19,0.00,0.93,M1
1898,01:22:10,90.19,90.00,-0.19,0.00,0.93,M1
1899,01:22:12,90.19,90.00,-0.19,0.00,0.93,M1
1900,01:22:14,90.19,90.00,-0.19,0.00,0.93,M1
1901,01:22:16,90.19,90.00,-0.19,0.00,0.93,M1
1902,01:22:18,90.19,90.00,-0.19,0.00,0.93,M1
1903,01:22:21,90.19,90.00,-0.19,0.00,0.93,M1
1904,01:22:23,90.19,90.00,-0.19,0.00,0.93,M1
1905,01:22:25,90.19,90.00,-0.19,0.00,0.93,M1
1906,01:22:27,90.19,90.00,-0.19,0.00,0.93,M1
1907,01:22:29,90.19,90.00,-0.19,0.00,0.93,M1
1908,01:22:31,90.19,90.00,-0.19,0.00,0.93,M1
1909,01:22:33,90.19,90.00,-0.19,0.00,0.93,M1
1910,01:22:35,90.19,90.00,-0.19,0.00,0.93,M1
1911,01:22:37,90.19,90.00,-0.19,0.00,0.93,M1
1912,01:22:39,90.19,90.00,-0.19,0.00,0.93,M1
1913,01:22:41,90.19,90.00,-0.19,0.00,0.93,M1
1914,01:22:43,90.19,90.00,-0.19,0.00,0.93,M1
1915,01:22:45,90.12,90.00,-0.12,0.06,0.95,M1
1916,01:22:47,90.19,90.00,-0.19,-0.06,0.94,M1
1917,01:22:49,90.19,90.00,-0.19,0.00,0.93,M1
1918,01:22:51,90.19,90.00,-0.19,0.00,0.93,M1
1919,01:22:53,90.19,90.00,-0.19,0.00,0.93,M1
1920,01:22:55,90.19,90.00,-0.19,0.00,0.93,M1
1921,01:22:57,90.19,90.00,-0.19,0.00,0.93,M1
1922,01:22:59,90.19,90.00,-0.19,0.00,0.93,M1
1923,01:23:01,90.19,90.00,-0.19,0.00,0.93,M1
1924,01:23:03,90.19,90.00,-0.19,0.00,0.93,M1
1925,01:23:05,90.19,90.00,-0.19,0.00,0.93,M1
1926,01:23:07,90.19,90.00,-0.19,0.00,0.93,M1
1927,01:23:09,90.19,90.00,-0.19,0.00,0.93,M1
1928,01:23:11,90.19,90.00,-0.19,0.00,0.93,M1
1929,01:23:13,90.19,90.00,-0.19,0.00,0.93,M1
1930,01:23:15,90.19,90.00,-0.19,0.00,0.93,M1
1931,01:23:17,90.19,90.00,-0.19,0.00,0.93,M1
1932,01:23:19,90.19,90.00,-0.19,0.00,0.93,M1
1933,01:23:21,90.19,90.00,-0.19,0.00,0.93,M1
1934,01:23:23,90.19,90.00,-0.19,0.00,0.93,M1
1935,01:23:25,90.19,90.00,-0.19,0.00,0.93,M1
1936,01:23:27,90.19,90.00,-0.19,0.00,0.93,M1
1937,01:23:29,90.25,90.00,-0.25,-0.06,0.92,M1
1938,01:23:31,90.19,90.00,-0.19,0.06,0.94,M1
1939,01:23:33,90.25,90.00,-0.25,-0.06,0.92,M1
1940,01:23:35,90.25,90.00,-0.25,0.00,0.92,M1
1941,01:23:37,90.25,90.00,-0.25,0.00,0.92,M1
1942,01:23:39,90.19,90.00,-0.19,0.06,0.94,M1
1943,01:23:41,90.25,90.00,-0.25,-0.06,0.92,M1
1944,01:23:43,90.25,90.00,-0.25,0.00,0.92,M1
1945,01:23:45,90.25,90.00,-0.25,0.00,0.92,M1
1946,01:23:47,90.25,90.00,-0.25,0.00,0.92,M1
1947,01:23:49,90.25,90.00,-0.25,0.00,0.92,M1
1948,01:23:51,90.25,90.00,-0.25,0.00,0.92,M1
1949,01:23:53,90.19,90.00,-0.19,0.06,0.94,M1
1950,01:23:55,90.25,90.00,-0.25,-0.06,0.92,M1
1951,01:23:57,90.19,90.00,-0.19,0.06,0.94,M1
1952,01:24:00,90.19,90.00,-0.19,0.00,0.93,M1
1953,01:24:02,90.25,90.00,-0.25,-0.06,0.92,M1
1954,01:24:04,90.25,90.00,-0.25,0.00,0.92,M1
1955,01:24:06,90.19,90.00,-0.19,0.06,0.94,M1
1956,01:24:08,90.19,90.00,-0.19,0.00,0.93,M1
1957,01:24:10,90.19,90.00,-0.19,0.00,0.93,M1
1958,01:24:12,90.19,90.00,-0.19,0.00,0.93,M1
1959,01:24:14,90.19,90.00,-0.19,0.00,0.93,M1
1960,01:24:16,90.19,90.00,-0.19,0.00,0.93,M1
1961,01:24:18,90.19,90.00,-0.19,0.00,0.93,M1
1962,01:24:20,90.19,90.00,-0.19,0.00,0.93,M1
1963,01:24:22,90.19,90.00,-0.19,0.00,0.93,M1
1964,01:24:24,90.19,90.00,-0.19,0.00,0.93,M1
1965,01:24:26,90.19,90.00,-0.19,0.00,0.93,M1
1966,01:24:28,90.19,90.00,-0.19,0.00,0.93,M1
1967,01:24:30,90.19,90.00,-0.19,0.00,0.93,M1
1968,01:24:32,90.19,90.00,-0.19,0.00,0.93,M1
1969,01:24:34,90.19,90.00,-0.19,0.00,0.93,M1
1970,01:24:36,90.19,90.00,-0.19,0.00,0.93,M1
1971,01:24:38,90.25,90.00,-0.25,-0.06,0.92,M1
1972,01:24:40,90.25,90.00,-0.25,0.00,0.92,M1
1973,01:24:42,90.19,90.00,-0.19,0.06,0.94,M1
1974,01:24:44,90.25,90.00,-0.25,-0.06,0.92,M1
1975,01:24:46,90.19,90.00,-0.19,0.06,0.94,M1
1976,01:24:48,90.25,90.00,-0.25,-0.06,0.92,M1
1977,01:24:50,90.25,90.00,-0.25,0.00,0.92,M1
1978,01:24:52,90.25,90.00,-0.25,0.00,0.92,M1
1979,01:24:54,90.25,90.00,-0.25,0.00,0.92,M1
1980,01:24:56,90.19,90.00,-0.19,0.06,0.94,M1
1981,01:24:58,90.25,90.00,-0.25,-0.06,0.92,M1
1982,01:25:00,90.25,90.00,-0.25,0.00,0.92,M1
1983,01:25:02,90.19,90.00,-0.19,0.06,0.94,M1
1984,01:25:04,90.19,90.00,-0.19,0.00,0.93,M1
1985,01:25:06,90.19,90.00,-0.19,0.00,0.93,M1
1986,01:25:08,90.25,90.00,-0.25,-0.06,0.92,M1
1987,01:25:10,90.19,90.00,-0.19,0.06,0.94,M1
1988,01:25:12,90.19,90.00,-0.19,0.00,0.93,M1
1989,01:25:14,90.19,90.00,-0.19,0.00,0.93,M1
1990,01:25:16,90.19,90.00,-0.19,0.00,0.93,M1
1991,01:25:18,90.25,90.00,-0.25,-0.06,0.92,M1
1992,01:25:20,90.19,90.00,-0.19,0.06,0.94,M1
1993,01:25:22,90.25,90.00,-0.25,-0.06,0.92,M1
1994,01:25:24,90.25,90.00,-0.25,0.00,0.92,M1
1995,01:25:26,90.25,90.00,-0.25,0.00,0.92,M1
1996,01:25:28,90.19,90.00,-0.19,0.06,0.94,M1
1997,01:25:30,90.25,90.00,-0.25,-0.06,0.92,M1
1998,01:25:32,90.25,90.00,-0.25,0.00,0.92,M1
1999,01:25:34,90.25,90.00,-0.25,0.00,0.92,M1
2000,01:25:37,90.25,90.00,-0.25,0.00,0.92,M1
2001,01:25:39,90.25,90.00,-0.25,0.00,0.92,M1
2002,01:25:41,90.25,90.00,-0.25,0.00,0.92,M1
2003,01:25:43,90.25,90.00,-0.25,0.00,0.92,M1
2004,01:25:45,90.25,90.00,-0.25,0.00,0.92,M1
2005,01:25:47,90.19,90.00,-0.19,0.06,0.94,M1
2006,01:25:49,90.25,90.00,-0.25,-0.06,0.92,M1
2007,01:25:51,90.19,90.00,-0.19,0.06,0.94,M1
2008,01:25:53,90.25,90.00,-0.25,-0.06,0.92,M1
2009,01:25:55,90.19,90.00,-0.19,0.06,0.94,M1
2010,01:25:57,90.25,90.00,-0.25,-0.06,0.92,M1
2011,01:25:59,90.25,90.00,-0.25,0.00,0.92,M1
2012,01:26:01,90.25,90.00,-0.25,0.00,0.92,M1
2013,01:26:03,90.25,90.00,-0.25,0.00,0.92,M1
2014,01:26:05,90.25,90.00,-0.25,0.00,0.92,M1
2015,01:26:07,90.19,90.00,-0.19,0.06,0.94,M1
2016,01:26:09,90.19,90.00,-0.19,0.00,0.93,M1
2017,01:26:11,90.25,90.00,-0.25,-0.06,0.92,M1
2018,01:26:13,90.25,90.00,-0.25,0.00,0.92,M1
2019,01:26:15,90.19,90.00,-0.19,0.06,0.94,M1
2020,01:26:17,90.25,90.00,-0.25,-0.06,0.92,M1
2021,01:26:19,90.25,90.00,-0.25,0.00,0.92,M1
2022,01:26:21,90.25,90.00,-0.25,0.00,0.92,M1
2023,01:26:23,90.25,90.00,-0.25,0.00,0.92,M1
2024,01:26:25,90.25,90.00,-0.25,0.00,0.92,M1
2025,01:26:27,90.25,90.00,-0.25,0.00,0.92,M1
2026,01:26:29,90.25,90.00,-0.25,0.00,0.92,M1
2027,01:26:31,90.25,90.00,-0.25,0.00,0.92,M1
2028,01:26:33,90.25,90.00,-0.25,0.00,0.92,M1
2029,01:26:35,90.25,90.00,-0.25,0.00,0.92,M1
2030,01:26:37,90.25,90.00,-0.25,0.00,0.92,M1
2031,01:26:39,90.25,90.00,-0.25,0.00,0.92,M1
2032,01:26:41,90.25,90.00,-0.25,0.00,0.92,M1
2033,01:26:43,90.25,90.00,-0.25,0.00,0.92,M1
2034,01:26:45,90.25,90.00,-0.25,0.00,0.92,M1
2035,01:26:47,90.25,90.00,-0.25,0.00,0.92,M1
2036,01:26:49,90.25,90.00,-0.25,0.00,0.92,M1
2037,01:26:51,90.25,90.00,-0.25,0.00,0.92,M1
2038,01:26:53,90.25,90.00,-0.25,0.00,0.92,M1
2039,01:26:55,90.25,90.00,-0.25,0.00,0.92,M1
2040,01:26:57,90.25,90.00,-0.25,0.00,0.92,M1
2041,01:26:59,90.25,90.00,-0.25,0.00,0.92,M1
2042,01:27:01,90.25,90.00,-0.25,0.00,0.92,M1
2043,01:27:03,90.25,90.00,-0.25,0.00,0.92,M1
2044,01:27:05,90.25,90.00,-0.25,0.00,0.92,M1
2045,01:27:07,90.25,90.00,-0.25,0.00,0.92,M1
2046,01:27:09,90.31,90.00,-0.31,-0.06,0.91,M1
2047,01:27:11,90.31,90.00,-0.31,0.00,0.91,M1
2048,01:27:14,90.31,90.00,-0.31,0.00,0.91,M1
2049,01:27:16,90.31,90.00,-0.31,0.00,0.91,M1
2050,01:27:18,90.31,90.00,-0.31,0.00,0.91,M1
2051,01:27:20,90.31,90.00,-0.31,0.00,0.91,M1
2052,01:27:22,90.31,90.00,-0.31,0.00,0.91,M1
2053,01:27:24,90.31,90.00,-0.31,0.00,0.91,M1
2054,01:27:26,90.31,90.00,-0.31,0.00,0.91,M1
2055,01:27:28,90.31,90.00,-0.31,0.00,0.91,M1
2056,01:27:30,90.31,90.00,-0.31,0.00,0.91,M1
2057,01:27:32,90.31,90.00,-0.31,0.00,0.91,M1
2058,01:27:34,90.31,90.00,-0.31,0.00,0.91,M1
2059,01:27:36,90.31,90.00,-0.31,0.00,0.91,M1
2060,01:27:38,90.31,90.00,-0.31,0.00,0.91,M1
2061,01:27:40,90.31,90.00,-0.31,0.00,0.91,M1
2062,01:27:42,90.31,90.00,-0.31,0.00,0.91,M1
2063,01:27:44,90.31,90.00,-0.31,0.00,0.91,M1
2064,01:27:46,90.31,90.00,-0.31,0.00,0.91,M1
2065,01:27:48,90.38,90.00,-0.38,-0.06,0.90,M1
2066,01:27:50,90.38,90.00,-0.38,0.00,0.90,M1
2067,01:27:52,90.31,90.00,-0.31,0.06,0.91,M1
2068,01:27:54,90.38,90.00,-0.38,-0.06,0.90,M1
2069,01:27:56,90.31,90.00,-0.31,0.06,0.91,M1
2070,01:27:58,90.38,90.00,-0.38,-0.06,0.90,M1
2071,01:28:00,90.31,90.00,-0.31,0.06,0.91,M1
2072,01:28:02,90.31,90.00,-0.31,0.00,0.91,M1
2073,01:28:04,90.31,90.00,-0.31,0.00,0.91,M1
2074,01:28:06,90.31,90.00,-0.31,0.00,0.91,M1
2075,01:28:08,90.31,90.00,-0.31,0.00,0.91,M1
2076,01:28:10,90.31,90.00,-0.31,0.00,0.91,M1
2077,01:28:12,90.31,90.00,-0.31,0.00,0.91,M1
2078,01:28:14,90.31,90.00,-0.31,0.00,0.91,M1
2079,01:28:16,90.31,90.00,-0.31,0.00,0.91,M1
2080,01:28:18,90.31,90.00,-0.31,0.00,0.91,M1
2081,01:28:20,90.31,90.00,-0.31,0.00,0.91,M1
2082,01:28:22,90.31,90.00,-0.31,0.00,0.91,M1
2083,01:28:24,90.31,90.00,-0.31,0.00,0.91,M1
2084,01:28:26,90.31,90.00,-0.31,0.00,0.91,M1
2085,01:28:28,90.31,90.00,-0.31,0.00,0.91,M1
2086,01:28:30,90.31,90.00,-0.31,0.00,0.91,M1
2087,01:28:32,90.31,90.00,-0.31,0.00,0.91,M1
2088,01:28:34,90.31,90.00,-0.31,0.00,0.91,M1
2089,01:28:36,90.31,90.00,-0.31,0.00,0.91,M1
2090,01:28:38,90.31,90.00,-0.31,0.00,0.91,M1
2091,01:28:40,90.31,90.00,-0.31,0.00,0.91,M1
2092,01:28:42,90.31,90.00,-0.31,0.00,0.91,M1
2093,01:28:44,90.31,90.00,-0.31,0.00,0.91,M1
2094,01:28:46,90.31,90.00,-0.31,0.00,0.91,M1
2095,01:28:48,90.31,90.00,-0.31,0.00,0.91,M1
2096,01:28:50,90.31,90.00,-0.31,0.00,0.91,M1
2097,01:28:53,90.31,90.00,-0.31,0.00,0.91,M1
2098,01:28:55,90.31,90.00,-0.31,0.00,0.91,M1
2099,01:28:57,90.31,90.00,-0.31,0.00,0.91,M1
2100,01:28:59,90.31,90.00,-0.31,0.00,0.91,M1
2101,01:29:01,90.31,90.00,-0.31,0.00,0.91,M1
2102,01:29:03,90.31,90.00,-0.31,0.00,0.91,M1
2103,01:29:05,90.31,90.00,-0.31,0.00,0.91,M1
2104,01:29:07,90.31,90.00,-0.31,0.00,0.91,M1
2105,01:29:09,90.31,90.00,-0.31,0.00,0.91,M1
2106,01:29:11,90.31,90.00,-0.31,0.00,0.91,M1
2107,01:29:13,90.31,90.00,-0.31,0.00,0.91,M1
2108,01:29:15,90.31,90.00,-0.31,0.00,0.91,M1
2109,01:29:17,90.31,90.00,-0.31,0.00,0.91,M1
2110,01:29:19,90.31,90.00,-0.31,0.00,0.91,M1
2111,01:29:21,90.31,90.00,-0.31,0.00,0.91,M1
2112,01:29:23,90.31,90.00,-0.31,0.00,0.91,M1
2113,01:29:25,90.31,90.00,-0.31,0.00,0.91,M1
2114,01:29:27,90.31,90.00,-0.31,0.00,0.91,M1
2115,01:29:29,90.38,90.00,-0.38,-0.06,0.90,M1
2116,01:29:31,90.31,90.00,-0.31,0.06,0.91,M1
2117,01:29:33,90.31,90.00,-0.31,0.00,0.91,M1
2118,01:29:35,90.31,90.00,-0.31,0.00,0.91,M1
2119,01:29:37,90.38,90.00,-0.38,-0.06,0.90,M1
2120,01:29:39,90.38,90.00,-0.38,0.00,0.90,M1
2121,01:29:41,90.38,90.00,-0.38,0.00,0.90,M1
2122,01:29:43,90.38,90.00,-0.38,0.00,0.90,M1
2123,01:29:45,90.38,90.00,-0.38,0.00,0.90,M1
2124,01:29:47,90.38,90.00,-0.38,0.00,0.90,M1
2125,01:29:49,90.31,90.00,-0.31,0.06,0.91,M1
2126,01:29:51,90.38,90.00,-0.38,-0.06,0.90,M1
2127,01:29:53,90.31,90.00,-0.31,0.06,0.91,M1
2128,01:29:55,90.38,90.00,-0.38,-0.06,0.90,M1
2129,01:29:57,90.31,90.00,-0.31,0.06,0.91,M1
2130,01:29:59,90.31,90.00,-0.31,0.00,0.91,M1
2131,01:30:01,90.38,90.00,-0.38,-0.06,0.90,M1
2132,01:30:03,90.38,90.00,-0.38,0.00,0.90,M1
2133,01:30:05,90.38,90.00,-0.38,0.00,0.90,M1
2134,01:30:07,90.38,90.00,-0.38,0.00,0.90,M1
2135,01:30:09,90.31,90.00,-0.31,0.06,0.91,M1
2136,01:30:11,90.31,90.00,-0.31,0.00,0.91,M1
2137,01:30:13,90.31,90.00,-0.31,0.00,0.91,M1
2138,01:30:15,90.31,90.00,-0.31,0.00,0.91,M1
2139,01:30:17,90.38,90.00,-0.38,-0.06,0.90,M1
2140,01:30:19,90.31,90.00,-0.31,0.06,0.91,M1
2141,01:30:21,90.31,90.00,-0.31,0.00,0.91,M1
2142,01:30:23,90.31,90.00,-0.31,0.00,0.91,M1
2143,01:30:25,90.38,90.00,-0.38,-0.06,0.90,M1
2144,01:30:28,90.31,90.00,-0.31,0.06,0.91,M1
2145,01:30:30,90.38,90.00,-0.38,-0.06,0.90,M1
2146,01:30:32,90.38,90.00,-0.38,0.00,0.90,M1
2147,01:30:34,90.38,90.00,-0.38,0.00,0.90,M1
2148,01:30:36,90.38,90.00,-0.38,0.00,0.90,M1
2149,01:30:38,90.38,90.00,-0.38,0.00,0.90,M1
2150,01:30:40,90.38,90.00,-0.38,0.00,0.90,M1
2151,01:30:42,90.38,90.00,-0.38,0.00,0.90,M1
2152,01:30:44,90.38,90.00,-0.38,0.00,0.90,M1
2153,01:30:46,90.38,90.00,-0.38,0.00,0.90,M1
2154,01:30:48,90.38,90.00,-0.38,0.00,0.90,M1
2155,01:30:50,90.38,90.00,-0.38,0.00,0.90,M1
2156,01:30:52,90.38,90.00,-0.38,0.00,0.90,M1
2157,01:30:54,90.38,90.00,-0.38,0.00,0.90,M1
2158,01:30:56,90.38,90.00,-0.38,0.00,0.90,M1
2159,01:30:58,90.38,90.00,-0.38,0.00,0.90,M1
2160,01:31:00,90.38,90.00,-0.38,0.00,0.90,M1
2161,01:31:02,90.38,90.00,-0.38,0.00,0.90,M1
2162,01:31:04,90.38,90.00,-0.38,0.00,0.90,M1
2163,01:31:06,90.38,90.00,-0.38,0.00,0.90,M1
2164,01:31:08,90.38,90.00,-0.38,0.00,0.90,M1
2165,01:31:10,90.38,90.00,-0.38,0.00,0.90,M1
2166,01:31:12,90.38,90.00,-0.38,0.00,0.90,M1
2167,01:31:14,90.38,90.00,-0.38,0.00,0.90,M1
2168,01:31:16,90.38,90.00,-0.38,0.00,0.90,M1
2169,01:31:18,90.38,90.00,-0.38,0.00,0.90,M1
2170,01:31:20,90.38,90.00,-0.38,0.00,0.90,M1
2171,01:31:22,90.38,90.00,-0.38,0.00,0.90,M1
2172,01:31:24,90.38,90.00,-0.38,0.00,0.90,M1
2173,01:31:26,90.38,90.00,-0.38,0.00,0.90,M1
2174,01:31:28,90.38,90.00,-0.38,0.00,0.90,M1
2175,01:31:30,90.31,90.00,-0.31,0.06,0.91,M1
2176,01:31:32,90.31,90.00,-0.31,0.00,0.91,M1
2177,01:31:34,90.31,90.00,-0.31,0.00,0.91,M1
2178,01:31:36,90.31,90.00,-0.31,0.00,0.91,M1
2179,01:31:38,90.25,90.00,-0.25,0.06,0.92,M1
2180,01:31:40,90.25,90.00,-0.25,0.00,0.92,M1
2181,01:31:42,90.25,90.00,-0.25,0.00,0.92,M1
2182,01:31:44,90.25,90.00,-0.25,0.00,0.92,M1
2183,01:31:46,90.25,90.00,-0.25,0.00,0.92,M1
2184,01:31:48,90.19,90.00,-0.19,0.06,0.94,M1
2185,01:31:50,90.25,90.00,-0.25,-0.06,0.92,M1
2186,01:31:52,90.25,90.00,-0.25,0.00,0.92,M1
2187,01:31:54,90.25,90.00,-0.25,0.00,0.92,M1
2188,01:31:56,90.25,90.00,-0.25,0.00,0.92,M1
2189,01:31:58,90.19,90.00,-0.19,0.06,0.94,M1
2190,01:32:00,90.25,90.00,-0.25,-0.06,0.92,M1
2191,01:32:03,90.25,90.00,-0.25,0.00,0.92,M1
2192,01:32:05,90.25,90.00,-0.25,0.00,0.92,M1
2193,01:32:07,90.25,90.00,-0.25,0.00,0.92,M1
2194,01:32:09,90.25,90.00,-0.25,0.00,0.92,M1
2195,01:32:11,90.25,90.00,-0.25,0.00,0.92,M1
2196,01:32:13,90.19,90.00,-0.19,0.06,0.94,M1
2197,01:32:15,90.25,90.00,-0.25,-0.06,0.92,M1
2198,01:32:17,90.25,90.00,-0.25,0.00,0.92,M1
2199,01:32:19,90.25,90.00,-0.25,0.00,0.92,M1
2200,01:32:21,90.25,90.00,-0.25,0.00,0.92,M1
2201,01:32:23,90.25,90.00,-0.25,0.00,0.92,M1
2202,01:32:25,90.25,90.00,-0.25,0.00,0.92,M1
2203,01:32:27,90.25,90.00,-0.25,0.00,0.92,M1
2204,01:32:29,90.25,90.00,-0.25,0.00,0.92,M1
2205,01:32:31,90.25,90.00,-0.25,0.00,0.92,M1
2206,01:32:33,90.25,90.00,-0.25,0.00,0.92,M1
2207,01:32:35,90.25,90.00,-0.25,0.00,0.92,M1
2208,01:32:37,90.25,90.00,-0.25,0.00,0.92,M1
2209,01:32:39,90.25,90.00,-0.25,0.00,0.92,M1
2210,01:32:41,90.25,90.00,-0.25,0.00,0.92,M1
2211,01:32:43,90.25,90.00,-0.25,0.00,0.92,M1
2212,01:32:45,90.25,90.00,-0.25,0.00,0.92,M1
2213,01:32:47,90.25,90.00,-0.25,0.00,0.92,M1
2214,01:32:49,90.31,90.00,-0.31,-0.06,0.91,M1
2215,01:32:51,90.31,90.00,-0.31,0.00,0.91,M1
2216,01:32:53,90.31,90.00,-0.31,0.00,0.91,M1
2217,01:32:55,90.31,90.00,-0.31,0.00,0.91,M1
2218,01:32:57,90.31,90.00,-0.31,0.00,0.91,M1
2219,01:32:59,90.31,90.00,-0.31,0.00,0.91,M1
2220,01:33:01,90.31,90.00,-0.31,0.00,0.91,M1
2221,01:33:03,90.31,90.00,-0.31,0.00,0.91,M1
2222,01:33:05,90.31,90.00,-0.31,0.00,0.91,M1
2223,01:33:07,90.31,90.00,-0.31,0.00,0.91,M1
2224,01:33:09,90.31,90.00,-0.31,0.00,0.91,M1
2225,01:33:11,90.31,90.00,-0.31,0.00,0.91,M1
2226,01:33:13,90.31,90.00,-0.31,0.00,0.91,M1
2227,01:33:15,90.38,90.00,-0.38,-0.06,0.90,M1
2228,01:33:17,90.31,90.00,-0.31,0.06,0.91,M1
2229,01:33:19,90.38,90.00,-0.38,-0.06,0.90,M1
2230,01:33:21,90.31,90.00,-0.31,0.06,0.91,M1
2231,01:33:23,90.38,90.00,-0.38,-0.06,0.90,M1
2232,01:33:25,90.38,90.00,-0.38,0.00,0.90,M1
2233,01:33:27,90.38,90.00,-0.38,0.00,0.90,M1
2234,01:33:29,90.31,90.00,-0.31,0.06,0.91,M1
2235,01:33:31,90.31,90.00,-0.31,0.00,0.91,M1
2236,01:33:33,90.31,90.00,-0.31,0.00,0.91,M1
2237,01:33:35,90.38,90.00,-0.38,-0.06,0.90,M1
2238,01:33:37,90.38,90.00,-0.38,0.00,0.90,M1
2239,01:33:40,90.38,90.00,-0.38,0.00,0.90,M1
2240,01:33:42,90.38,90.00,-0.38,0.00,0.90,M1
2241,01:33:44,90.38,90.00,-0.38,0.00,0.90,M1
2242,01:33:46,90.38,90.00,-0.38,0.00,0.90,M1
2243,01:33:48,90.38,90.00,-0.38,0.00,0.90,M1
2244,01:33:50,90.38,90.00,-0.38,0.00,0.90,M1
2245,01:33:52,90.38,90.00,-0.38,0.00,0.90,M1
2246,01:33:54,90.38,90.00,-0.38,0.00,0.90,M1
2247,01:33:56,90.38,90.00,-0.38,0.00,0.90,M1
2248,01:33:58,90.38,90.00,-0.38,0.00,0.90,M1
2249,01:34:00,90.38,90.00,-0.38,0.00,0.90,M1
2250,01:34:02,90.38,90.00,-0.38,0.00,0.90,M1
2251,01:34:04,90.38,90.00,-0.38,0.00,0.90,M1
2252,01:34:06,90.38,90.00,-0.38,0.00,0.90,M1
2253,01:34:08,90.38,90.00,-0.38,0.00,0.90,M1
2254,01:34:10,90.38,90.00,-0.38,0.00,0.90,M1
2255,01:34:12,90.38,90.00,-0.38,0.00,0.90,M1
2256,01:34:14,90.38,90.00,-0.38,0.00,0.90,M1
2257,01:34:16,90.44,90.00,-0.44,-0.06,0.89,M1
2258,01:34:18,90.38,90.00,-0.38,0.06,0.90,M1
2259,01:34:20,90.38,90.00,-0.38,0.00,0.90,M1
2260,01:34:22,90.38,90.00,-0.38,0.00,0.90,M1
2261,01:34:24,90.44,90.00,-0.44,-0.06,0.89,M1
2262,01:34:26,90.38,90.00,-0.38,0.06,0.90,M1
2263,01:34:28,90.38,90.00,-0.38,0.00,0.90,M1
2264,01:34:30,90.44,90.00,-0.44,-0.06,0.89,M1
2265,01:34:32,90.44,90.00,-0.44,0.00,0.89,M1
2266,01:34:34,90.38,90.00,-0.38,0.06,0.90,M1
2267,01:34:36,90.44,90.00,-0.44,-0.06,0.89,M1
2268,01:34:38,90.44,90.00,-0.44,0.00,0.89,M1
2269,01:34:40,90.44,90.00,-0.44,0.00,0.89,M1
